L7	IL7	IL41	IL46	IL59	IL65	IL68	IL77	IL139	IL148	IL157	IL159	IL167	IL170	IL174	IL181	IL184	IL185	IL186	IL10	IL24	IL42	IL48	IL54	IL62	IL70	IL72	IL81	IL84	IL85	IL92	IL94	IL96	IL98	IL111	IL112	IL114	IL143	IL144	IL146	IL151	IL162	IL187	IL188	IL5	IL6	IL30	IL36	IL39	IL51	IL53	IL69	IL82	IL93	IL103	IL105	IL122	IL126	IL128	IL129	IL134	IL149	IL154	IL164	IL168	IL177	IL178	IL179	IL180	IL189	IL15	IL21	IL28	IL33	IL50	IL56	IL74	IL88	IL107	IL117	IL131	IL132	IL135	IL137	IL138	IL150	IL152	IL155	IL161	IL173	IL3	IL16	IL19	IL26	IL31	IL32	IL55	IL60	IL64	IL66	IL67	IL76	IL83	IL87	IL95	IL99	IL110	IL119	IL136	IL141	IL166	IL175	IL176	IL182	IL8	IL13	IL20	IL27	IL34	IL47	IL57	IL58	IL61	IL71	IL86	IL100	IL106	IL108	IL109	IL113	IL115	IL118	IL120	IL125	IL130	IL133	IL142	IL158	IL165	IL172	IL11	IL12	IL22	IL29	IL45	IL52	IL80	IL89	IL101	IL123	IL147	IL153	IL156	IL160	IL163	IL171	IL183	IL190	IL2	IL9	IL14	IL17	IL18	IL23	IL35	IL37	IL38	IL40	IL43	IL44	IL63	IL75	IL78	IL79	IL90	IL91	IL102	IL104	IL116	IL124	IL127	IL140	IL4	IL49	IL73	IL97	IL121	IL145	IL169
Ruminiclostridium_E sp900539195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.924	0	0	0	0	0	0	0	17.961	0	0	0	0	0	0	0	5.96257	0	0	3.69238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nanogingivalis gingivitcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.13727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.7988	0	8.22224	7.14316	10.0453	0	11.5342	0	5.12889	6.61239	16.5224	11.4328	8.7775	0	4.43889	9.36289	6.65518	8.87092	20.6862	6.37366	24.6201	0	0	26.8745	7.98092	7.22747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDRW01 sp007845485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.99413	6.3112	16.2037	0	6.71643	6.52032	7.50967	12.6283	23.1424	6.81698	7.09968	6.67111	7.60213	9.16492	0	0	6.45833	9.04921	10.5775	25.9648	7.9281	41.8787	9.02317	46.6235	33.8195	53.1538	6.908	274.205	0	0	0	7.44789	0	7.39095	0	0	0	0	0	0	0	0	6.29906	0	0	0	7.31619	19.0394	11.1978	6.73781	24.2811	6.95952	7.61828	53.9328	15.1228	10.365	6.759	7.3054	6.86625	7.85219	14.9106	19.1869	0	20.2936	15.5122	13.4772	6.70686	6.43286	10.5578	11.1069	65.0683	106.996	7.82323	7.01554	6.81462	87.344	118.168	123.7	10.7708	6.64892	15.2934	145.907	90.0357	109.796	42.2206	93.5403	6.61	57.1668	357.249	9.09692	40.6329	6.47846	63.0972	31.9342	11.7332	8.83462	43.5998	7.61877	0	138.415	86.6234	6.93169	194.435	65.9148	409.368	132.324	242.54	26.4206	50.7614	10.4983	55.0994	222.024	11.9378	16.0643	0	6.82983	10.5567	7.9015	4.80111	0	0	8.09705	4.03258	11.6208	5.20867	25.8375	4.9322	4.95978	6.09925	15.1182	5.33648	20.3226	10.0326	0	4.2275	59.8366	6.96692	0	0	0	0	0	0	0	0
Saccharimonas sp905365145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.76588	6.33625	0	0	2.486	5.885	5.79	0	0	0	0	0	3.28889	0	0	4.222	4.31467	0	0	0	2.49667	0	0	3.765	0	0	0	0	0	3.75077	0	0	0	0	14.1664	0	0	0	3.41364	2.482	4.12786	0	0	0	4.86	4.69684	5.04563	7.81783	88.9122	8.47507	0	0	6.58754	0	7.72174	0	0	0	6.0775	0	0	5.14607	5.62646	7.24032	4.10864	0	7.47646	6.1496	23.282	10.921	5.076	13.8547	5.6212	7.30483	35.1187	16.4003	13.5707	4.35833	6.43	6.51792	7.44483	20.3327	18.532	0	24.8607	15.399	20.2337	0	0	17.0073	14.5417	9.4904	201.469	5.38529	5.8235	6.00944	82.1433	10.9354	156.081	11.6881	6.72923	6.4996	18.6159	9.94556	206.474	64.6196	12.5078	0	7.3572	22.54	5.552	11.3004	4.79565	99.7015	7.20308	6.80048	5.55273	18.6822	7.56949	0	49.4577	38.2308	6.755	62.2509	17.7	130.759	40.5085	93.2188	13.1486	22.7727	10.0867	17.4153	135.016	12.1858	9.20679	0	7.92786	10.6443	12.7827	4.69667	0	0	8.30214	4.55381	19.1803	5.15077	24.3997	4.126	6.74222	8.83931	16.6113	6.31538	26.0427	15.15	2.37444	5.6325	8.75138	0	0	0	0	0	0	0	0	0
Faecalibacterium prausnitzii_H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86.7491	10.385	8.00532	0	97.1726	0	0	7.6002	0	0	0	8.27102	92.4028	0	0	0	0	0	8.15208	0	38.2119	0	9.81446	6.69273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.9361	8.23767	0	0	0	0	0	219.198	120.233	0	14.0332	0	0	0	0	0	4.38273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mediterraneibacter torques	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.83951	0	0	6.87474	0	4.93519	0	0	0	0	0	52.0483	0	0	0	0	0	0	0	0	0	0	0	0
Gemella massiliensis	9.21096	16.7498	0	7.13971	14.3916	7.96346	22.3602	55.9859	14.2834	7.51676	12.6372	24.5882	19.3481	12.3259	13.7536	32.6878	28.1542	6.92266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Beduini sp900550005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.65524	0	0	0	0	0	0	0	3.49	2.46	0	0	0	0	0	0	2.47778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.381	6.87769	0	0	5.51211	7.65855	0	33.5024	120.74	0	86.8475	0	0	0	0	0	6.48722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neisseria sp000090875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.20947	0	0	18.3642	3.24889	2.64636	2.48545	0	2.87074	0	3.43071	1.85944	0	3.03556	0	0	0	0	0	0	0	0	0	0	5.0825	0	0	0	9.00175	0	3.8612	0	0	0	4.15636	0	0	0	0	0	2.91714	4.13433	0	0	0	6.40842	2.90042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F0422 sp003999875	8.27016	8.54516	0	4.92562	10.1803	5.81604	5.33917	8.77085	0	0	8.39932	14.5523	8.98316	6.511	6.81111	5.05136	6.53768	3.86818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.671	2.54286	0	0	0	0	2.26048	0	0	0	5.24123	3.96	3.17684	3.27846	10.1559	4.89178	0	0	3.95571	0	10.5282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.48588	10.7859	9.50318	0	4.78133	5.54727	0	5.70706	0	5.79889	0	4.24	4.86818	6.045	5.65083	4.84687	0	4.71909	0	14.5627	0	0	6.89571	19.1759	8.02037	0	6.89391	7.39933	7.63176	5.51889	18.6089	0	0	0	8.11395	12.3698	13.6474	0	0	12.2264	0	12.7953	19.8733	7.07267	8.29012	0	0	8.665	8.00295	7.25292	16.2414	7.33158	0	8.21571	9.02143	4.694	11.999	46.0748	30.279	56.0952	11.9019	21.4833	11.8795	14.7229	48.2762	12.919	26.0324	7.60381	0	0	3.13529	3.90579	0	0	0	0	0	2.95625	2.73	5.37607	0	0	2.98909	2.91381	0	3.75524	2.03455	0	0	7.79069	0	0	0	0	0	0	0	0	0
Megasphaera elsdenii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.2431	0	0	8.4201	0	6.63797	0	0	0	0	0	62.384	0	0	0	0	0	0	0	0	0	0	0	0
VUNI01 sp009695765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.67778	0	0	0	0	0	0	0	4.92667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Catonella morbi	10.242	11.2577	0	8.28211	8.212	7.91487	38.1369	22.3265	12.13	8.3225	8.84011	11.5915	8.79323	7.99718	7.79989	9.6463	10.747	7.97704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.919	7.03895	0	5.54154	0	6.66071	5.62667	5.973	0	0	10.06	7.23222	6.15125	0	0	6.5387	0	19.4175	6.41167	6.00632	3.74667	0	0	5.90632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Copromonas sp900066785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.66714	2.42143	2.5	0	10.2502	0	0	0	0	0	0	0	9.3068	0	0	0	0	0	0	0	6.07	0	2.71667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.5116	3.87562	0	0	3.48231	0	0	44.3554	37.6807	0	20.6176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82.6723	5.85353	0	0	9.27538	0	6.29367	0	0	0	0	0	13.0142	5.61591	0	0	0	0	0	25.0892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.226	0	0	0	0	3.414	0	0	0	0	0	9.40824	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus sobrinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.73438	15.9631	11.5659	28.7521	13.3298	35.1768	0	13.7586	8.43102	32.9222	10.5883	13.5348	8.95217	18.5068	15.5357	9.87076	8.41933	21.661	16.5337	7.0805	11.0126	9.72746	95.584	8.08851	0	0	0	0	0	0	0
Dorea_A longicatena	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.08839	3.23474	0	0	31.3181	0	0	3.27619	0	0	0	0	16.1294	0	0	0	0	0	2.57769	0	6.93097	0	2.72211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81.9299	7.30059	0	0	7.25278	8.26467	0	339.186	209.717	0	208.207	6.59909	0	0	0	0	7.5387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.73933	0	3.62538	425.316	6.1325	0	0	37.5905	0	3.73722	3.62333	0	3.646	3.29	3.39	53.793	3.84625	3.84556	0	0	0	0	80.2905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.42636	0	0	0	5.56684	0	10.6551	0	0	9.74159	0	8.01932	0	0	0	6.96269	0	44.436	6.23673	0	0	0	0	0	0	0	0	0	0	0
Neisseria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.30152	6.084	0	0	5.96766	16.7779	0	5.96488	66.0891	61.0842	26.5187	18.2886	7.0775	16.0171	263.956	5.4832	35.38	0	6.05421	36.0591	6.23768	7.92773	3.01727	0	6.6593	9.67343	3.48625	4.02714	0	4.122	3.993	3.17824	61.5534	25.5825	10.3667	6.39833	16.8466	5.08867	0	4.7171	0	0	4.99056	7.4171	10.0631	4.1688	85.6842	6.98297	5.85451	6.28426	11.4061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.02857	5.74524	7.99736	2.87063	11.3165	7.08725	3.973	6.43094	0	4.00516	0	6.15226	5.585	3.28154	4.21696	0	0	0	0	4.01758	0	0	4.393	2.84056	7.73456	68.7909	8.50293	0	4.41692	263.068	3.66105	58.258	3.82682	4.11065	27.1922	27.8816	0	17.4866	3.38636	4.39553	0	16.1825	90.0126	18.6158	3.534	0	93.1419	26.4145	0	3.1	8.40605	0	0	6.34867	20.4495	5.62064	5.146	16.6868	10.77	79.2423	6.83015	7.18297	11.9255	4.71511	34.2544	14.2882	0	51.0371	0	0	0	4.19	0	5.45111	0	5.85786	0	0	0	7.29087	6.56945	0	0	111.245	0	12.9017	15.3265	5.86636	5.80182	5.85725	12.7985	0	0	0	0	0	0	0	0
CAJPQU01 sp905372875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.8654	0	0	0	5.0708	0	3.2205	0	0	0	2.76773	0	2.0435	0	0	0	0	5.94137	0	0	0	2.13778	2.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dialister micraerophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.18867	0	3.04471	0	0	0	2.18818	0	3.54514	0	1.83077	0	0	2.65611	0	1.422	4.27098	1.48727	0	0	0	0	0	0	0	0	0	0	0	0
UBA4716 sp900556575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.8414	5.98262	0	0	17.1885	0	0	0	0	0	0	0	19.6131	0	0	0	0	0	0	0	7.20326	0	6.58184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Propionibacterium acidifaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38526	0	3.04308	0	2.736	3.365	0	4.03548	4.20886	3.81538	0	0	3.13226	4.53677	0	0	0	5.62367	3.69778	7.93952	2.41533	5.12529	3.37375	4.03172	2.51182	13.9939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.27182	3.04842	3.413	3.73941	3.731	0	0	3.14542	12.0977	3.15071	0	3.08333	3.61571	0	1.76111	4.06385	0	3.84524	4.77204	6.20948	0	0	6.29	5.52418	0	2.43909	0	0	0	2.27455	0	3.015	0	0	0	2.34846	1.98	3.18625	3.26286	8.2439	0	2.13889	2.70778	2.013	0	0	2.80471	1.97556	0	0	3.59316	3.83267	0	9.24862	4.39979	2.52042	8.61329	6.69299	11.1367	5.24216	9.70825	3.90958	5.58451	4.79324	5.86224	7.87077	5.1054	2.64727	0	4.76259	7.36561	6.53338	2.72696	0	0	2.63136	3.66476	6.73721	0	8.74338	0	1.87545	3.68931	7.53043	3.77933	5.3758	2.56143	0	0	3.74405	0	0	0	0	0	0	0	0	0
Leuconostoc holzapfelii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.67667	0	13.2565	0	0	0	0	0	4.13912	0	0	0	0	0	0	2.05333	3.53889	0	0	0	2.06	0	0	0	0	0	0	0	0	0
Mediterraneibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.9475	0	0	0	28.4906	0	0	0	0	0	0	0	12.904	0	0	0	0	0	0	0	6.4275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ER4 sp000765235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.79382	3.31346	2.12824	0	21.9411	0	0	2.07357	0	0	0	2.34619	18.9421	0	0	0	0	0	0	0	5.77849	0	2.72273	2.064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.30071	0	0	2.07	0	2.8125	0	0	0	0	0	7.513	0	0	0	0	0	0	0	0	0	0	0	0
Burkholderiaceae	5.00846	4.62125	0	3.95188	5.94905	7.12643	8.53289	0	5.6563	4.6975	4.67211	4.74909	3.26187	5.01893	3.85231	4.72083	0	0	4.53714	0	0	3.57214	5.21	4.21526	5.73118	4.5163	3.68889	4.487	4.19692	0	0	0	2.92667	4.43242	4.84407	4.328	4.83407	3.20955	5.1944	0	0	0	0	8.50483	0	4.13533	0	2.75333	0	0	3.378	3.22	0	0	0	5.37056	4.13867	3.89083	0	0	2.522	0	2.081	3.47333	4.15643	2.97462	2.40263	3.28684	5.362	4.07	4.42318	0	0	0	3.56333	0	2.181	0	0	0	0	0	3.535	0	0	2.62375	0	0	4.91364	2.90059	0	3.97667	0	4.23744	0	4.13209	4.39515	5.85571	4.12414	0	4.80447	3.99344	2.6705	3.68867	4.13167	0	4.77732	4.91896	3.46143	5.35953	4.29833	3.95793	3.60708	4.35667	6.03057	0	0	0	6.90765	4.464	4.2975	0	4.10952	4.93684	4.66667	3.87269	4.66383	4.66316	3.74313	0	4.1965	4.50737	5.20545	3.06786	0	3.11333	5.7451	3.43091	0	3.85529	0	0	2.87364	0	0	1.74889	3.48389	2.59182	4.24833	2.53385	0	3.01	0	2.67125	2.39714	0	4.21889	0	4.07909	5.49818	3.71091	2.972	3.35813	0	0	4.46771	3.79941	0	3.34208	0	4.9493	4.1729	4.03467	3.93412	3.82739	0	4.22457	0	2.77435	0	4.32793	0	0	0	0	0	0	0
Lactococcus_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.66475	0	0	0	0	4.92722	0	0	0	0	5.52867	5.20312	9.07952	9.13683	10.8127	0	3.38091	24.2156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acetatifactor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.20077	4.59684	0	0	16.7328	0	0	0	0	0	0	0	11.7941	0	0	0	0	0	0	0	7.79037	0	3.53769	4.48833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.76667	0	0	0	0	0	0	5.60273	1.853	0	3.19727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.32444	0	0	0	0	0	0	0	8.24429	0	0	0	0	0	0	0	0	0	0	0	0
